,id,listing_url,last_scraped,host_location,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,bathrooms_number,bathrooms_type,listing_duration,hosting_duration,price_per_person,is_local_host,total_unique_reviews,unique_review_rate,lat_name,lng_name,lat_lng_name,covid_case_rate,lat_long_id,total_crime_per_day
736,8456825,https://www.airbnb.com/rooms/8456825,2020-09-08 00:00:00,"New York, New York, United States",2015-09-18 00:00:00,within an hour,1,1,t,Bushwick,1,1,t,f,Bushwick,Brooklyn,40.70337,-73.93071,Entire apartment,Entire home/apt,2,1 bath,1,1,100,2,15,2,2,15,15,2,15,t,0,0,0,6,212,30,0,2015-10-05 00:00:00,2020-03-02 00:00:00,97,10,10,10,10,10,10,t,1,1,0,0,3.53,1,undefined,1610,1627,50,t,15,0.070754717,4,7,4-7,19004.67,4-7,0.476812541
737,8472069,https://www.airbnb.com/rooms/8472069,2020-09-08 00:00:00,"New York, New York, United States",2012-10-10 00:00:00,,,0.96,t,,1,1,t,t,Williamsburg,Brooklyn,40.71032,-73.9517,Private room in apartment,Private room,2,1 shared bath,1,1,95,1,30,1,1,1125,1125,1,1125,t,0,0,0,1,261,35,0,2015-09-29 00:00:00,2020-03-07 00:00:00,99,10,10,10,10,10,10,f,1,0,1,0,4.33,1,shared,1621,2705,47.5,t,4,0.01532567,5,7,5-7,6381.48,5-7,0.131014587
738,8506757,https://www.airbnb.com/rooms/8506757,2020-09-09 00:00:00,Brooklyn,2012-09-17 00:00:00,within a few hours,1,1,t,,1,1,t,t,Brooklyn Heights,Brooklyn,40.69472,-73.99856,Entire apartment,Entire home/apt,2,1 bath,2,2,195,5,1125,5,5,1125,1125,5,1125,t,24,54,83,83,109,9,0,2015-09-28 00:00:00,2020-06-15 00:00:00,97,10,9,10,10,10,10,f,1,1,0,0,1.81,1,undefined,1722,2828,97.5,t,5,0.04587156,4,6,4-6,12549.77,4-6,0.244448073
739,8520094,https://www.airbnb.com/rooms/8520094,2020-09-08 00:00:00,"New York, New York, United States",2015-09-22 00:00:00,within an hour,1,0.97,f,East Village,1,1,t,t,East Village,Manhattan,40.72689,-73.98676,Entire apartment,Entire home/apt,3,1 bath,1,2,110,2,90,2,2,1125,1125,2,1125,t,15,42,72,323,252,31,0,2015-10-10 00:00:00,2020-03-15 00:00:00,88,9,9,9,9,10,8,t,1,1,0,0,4.21,1,undefined,1618,1636,36.66666667,t,4,0.015873016,5,6,5-6,17175.14,5-6,0.471940997
740,8522395,https://www.airbnb.com/rooms/8522395,2020-09-08 00:00:00,"Brooklyn, New York, United States",2014-09-06 00:00:00,within an hour,1,1,t,Bedford-Stuyvesant,1,1,t,t,Bedford-Stuyvesant,Brooklyn,40.68793,-73.92179,Private room in townhouse,Private room,2,2 shared baths,1,1,37,2,30,2,2,1125,1125,2,1125,t,8,38,68,315,65,7,0,2015-10-14 00:00:00,2020-02-09 00:00:00,100,10,10,10,10,9,10,t,4,1,3,0,1.09,2,shared,1579,1982,18.5,t,4,0.061538462,4,7,4-7,19004.67,4-7,0.476812541
741,8536270,https://www.airbnb.com/rooms/8536270,2020-09-09 00:00:00,"New York, New York, United States",2015-09-23 00:00:00,within a day,0.8,0.97,t,Murray Hill,1,1,t,t,Murray Hill,Manhattan,40.74648,-73.97726,Entire apartment,Entire home/apt,2,2 baths,21,1,201,3,90,3,3,1125,1125,3,1125,t,16,46,69,318,163,22,0,2015-10-02 00:00:00,2020-03-17 00:00:00,100,10,10,10,10,10,10,f,1,1,0,0,2.71,2,undefined,1628,1637,100.5,t,15,0.09202454,5,6,5-6,17175.14,5-6,0.471940997
742,8589729,https://www.airbnb.com/rooms/8589729,2020-09-09 00:00:00,"New York, New York, United States",2015-09-27 00:00:00,within an hour,1,1,t,St. George,1,1,t,t,St. George,Staten Island,40.64779,-74.0846,Entire house,Entire home/apt,8,3 baths,3,5,160,2,30,2,2,1125,1125,2,1125,t,0,0,0,0,133,20,1,2015-10-12 00:00:00,2020-08-23 00:00:00,97,10,9,10,10,10,10,f,1,1,0,0,2.22,3,undefined,1777,1792,20,t,34,0.255639098,3,4,3-4,7472.51,3-4,0.061751578
743,8620134,https://www.airbnb.com/rooms/8620134,2020-09-08 00:00:00,"New York, New York, United States",2014-06-29 00:00:00,within a day,1,1,t,Upper East Side,2,2,t,t,Upper East Side,Manhattan,40.77127,-73.95175,Entire apartment,Entire home/apt,2,1 bath,1,1,160,7,100,7,7,100,100,7,100,t,23,23,23,23,99,6,0,2015-10-08 00:00:00,2020-01-16 00:00:00,98,10,10,10,10,10,10,f,2,2,0,0,1.65,1,undefined,1561,2027,80,t,4,0.04040404,6,7,6-7,20558.47,6-7,0.307233834
744,8622301,https://www.airbnb.com/rooms/8622301,2020-09-09 00:00:00,"New York, New York, United States",2015-09-29 00:00:00,within an hour,1,1,t,Astoria,1,1,t,t,Astoria,Queens,40.76914,-73.92118,Private room in house,Private room,4,1 private bath,1,3,129,2,20,2,2,1125,1125,2,1125,t,28,58,88,348,288,35,1,2015-09-30 00:00:00,2020-08-31 00:00:00,99,10,10,10,10,10,10,t,1,0,1,0,4.78,1,private,1797,1798,32.25,t,7,0.024305556,6,7,6-7,20558.47,6-7,0.307233834
745,8628425,https://www.airbnb.com/rooms/8628425,2020-09-08 00:00:00,"New York, New York, United States",2012-12-24 00:00:00,within a day,1,1,f,Park Slope,2,2,t,t,Park Slope,Brooklyn,40.67397,-73.98237,Private room in loft,Private room,2,1.5 baths,1,0,35,2,180,2,2,1125,1125,2,1125,t,4,34,64,339,52,7,0,2015-10-11 00:00:00,2020-06-15 00:00:00,93,9,10,10,10,10,9,t,2,0,2,0,0.87,1.5,undefined,1709,2730,17.5,t,4,0.076923077,4,6,4-6,12549.77,4-6,0.244448073
746,8662518,https://www.airbnb.com/rooms/8662518,2020-09-09 00:00:00,"New York, New York, United States",2014-12-15 00:00:00,within a few hours,1,0.71,t,Bay Ridge,1,1,t,f,Bay Ridge,Brooklyn,40.63461,-74.03164,Entire house,Entire home/apt,3,1 bath,,2,92,2,21,2,2,21,21,2,21,t,11,41,71,331,126,19,0,2015-11-09 00:00:00,2020-03-07 00:00:00,98,10,10,10,10,10,10,f,1,1,0,0,2.14,1,undefined,1580,1909,30.66666667,t,6,0.047619048,3,5,3-5,6256.32,3-5,0.09884607
747,8664965,https://www.airbnb.com/rooms/8664965,2020-09-09 00:00:00,"New York, New York, United States",2015-09-08 00:00:00,within an hour,1,1,t,Sheepshead Bay,5,5,t,t,Sheepshead Bay,Brooklyn,40.59852,-73.95481,Shared room in apartment,Shared room,6,1 shared bath,1,0,31,1,27,1,1,27,27,1,27,t,30,60,90,365,135,16,0,2015-10-13 00:00:00,2020-07-22 00:00:00,97,10,10,10,10,10,9,t,5,0,0,5,2.26,1,shared,1744,1779,5.166666667,t,4,0.02962963,2,6,2-6,8855.56,2-6,0.103744829
748,8667280,https://www.airbnb.com/rooms/8667280,2020-09-09 00:00:00,"Brooklyn, New York, United States",2015-04-24 00:00:00,within a few hours,0.9,0.93,t,Greenwood Heights,1,1,t,t,Sunset Park,Brooklyn,40.66567,-73.99509,Entire townhouse,Entire home/apt,8,1 bath,3,4,162,3,1125,3,3,1125,1125,3,1125,t,28,58,87,87,145,20,0,2015-10-19 00:00:00,2020-03-13 00:00:00,98,10,10,10,10,10,10,f,1,1,0,0,2.43,1,undefined,1607,1785,20.25,t,9,0.062068966,4,6,4-6,12549.77,4-6,0.244448073
749,8693545,https://www.airbnb.com/rooms/8693545,2020-09-09 00:00:00,"New York, New York, United States",2015-08-24 00:00:00,within a few hours,1,1,t,Washington Heights,2,2,t,t,Washington Heights,Manhattan,40.84874,-73.94202,Private room in apartment,Private room,2,1 shared bath,2,2,84,3,1125,3,3,1125,1125,3,1125,t,0,7,37,312,150,20,0,2016-09-09 00:00:00,2020-07-21 00:00:00,95,9,10,10,10,9,9,t,2,0,2,0,3.08,1,shared,1411,1793,42,t,6,0.04,7,7,7-7,34191.35,7-7,0.575685826
750,8704528,https://www.airbnb.com/rooms/8704528,2020-09-09 00:00:00,"New York, New York, United States",2015-10-03 00:00:00,within a few hours,1,0.97,t,Red Hook,1,1,t,t,Red Hook,Brooklyn,40.67807,-74.01397,Private room in condominium,Private room,1,1 private bath,1,1,50,1,60,1,1,1125,1125,1,1125,t,16,40,58,322,217,25,0,2015-11-01 00:00:00,2020-03-09 00:00:00,97,10,10,10,10,10,10,f,1,0,1,0,3.67,1,private,1590,1619,50,t,4,0.01843318,4,5,4-5,7690.62,4-5,0.021282386
751,8712309,https://www.airbnb.com/rooms/8712309,2020-09-08 00:00:00,"New York, New York, United States",2014-10-15 00:00:00,within an hour,0.9,1,t,Bedford-Stuyvesant,7,7,t,t,Bedford-Stuyvesant,Brooklyn,40.69473,-73.93437,Private room in apartment,Private room,2,1 private bath,1,1,65,10,99,10,10,1125,1125,10,1125,t,0,0,0,45,110,19,0,2015-10-17 00:00:00,2020-08-08 00:00:00,99,10,10,10,10,10,10,t,4,0,4,0,1.84,1,private,1757,2124,32.5,t,4,0.036363636,4,7,4-7,19004.67,4-7,0.476812541
752,8741489,https://www.airbnb.com/rooms/8741489,2020-09-08 00:00:00,"New York, New York, United States",2015-10-05 00:00:00,,,,f,Harlem,2,2,t,t,Harlem,Manhattan,40.8186,-73.94413,Entire house,Entire home/apt,1,1 bath,,1,90,1,6,1,1,6,6,1,6,t,27,57,87,87,25,0,0,2015-10-10 00:00:00,2019-07-17 00:00:00,99,10,10,10,10,10,10,f,2,1,1,0,0.42,1,undefined,1376,1381,90,t,5,0.2,7,7,7-7,34191.35,7-7,0.575685826
753,8760442,https://www.airbnb.com/rooms/8760442,2020-09-09 00:00:00,"New York, New York, United States",2015-10-06 00:00:00,within a few hours,1,0.98,t,Jackson Heights,2,2,t,t,Jackson Heights,Queens,40.75166,-73.89305,Entire apartment,Entire home/apt,2,1 bath,1,1,78,3,120,3,3,1125,1125,3,1125,t,30,60,90,179,110,16,2,2015-12-25 00:00:00,2020-08-24 00:00:00,97,10,10,10,10,10,10,f,3,3,0,0,1.92,1,undefined,1704,1784,39,t,5,0.045454545,5,8,5-8,24847.69,5-8,0.199760505
754,8798403,https://www.airbnb.com/rooms/8798403,2020-09-08 00:00:00,"New York, New York, United States",2015-07-07 00:00:00,,,,f,East Harlem,4,4,t,t,East Harlem,Manhattan,40.80275,-73.93904,Private room in apartment,Private room,2,1 shared bath,1,1,150,1,1125,1,1,1125,1125,1,1125,t,0,0,0,0,225,0,0,2015-10-13 00:00:00,2018-09-30 00:00:00,87,8,8,9,9,8,8,t,4,0,2,2,3.76,1,shared,1083,1181,75,t,4,0.017777778,7,7,7-7,34191.35,6-7,0.307233834
755,8843681,https://www.airbnb.com/rooms/8843681,2020-09-08 00:00:00,"New York, New York, United States",2014-04-10 00:00:00,within an hour,1,1,t,Bedford-Stuyvesant,2,2,t,t,Bedford-Stuyvesant,Brooklyn,40.68363,-73.94142,Entire house,Entire home/apt,5,1.5 baths,2,2,115,30,60,30,30,60,60,30,60,t,0,1,5,262,33,3,0,2016-03-28 00:00:00,2020-01-06 00:00:00,92,10,8,10,10,10,9,f,2,2,0,0,0.61,1.5,undefined,1379,2097,23,t,4,0.121212121,4,7,4-7,19004.67,4-7,0.476812541
756,8847542,https://www.airbnb.com/rooms/8847542,2020-09-08 00:00:00,"New York, New York, United States",2013-05-29 00:00:00,within an hour,1,1,t,Bushwick,2,2,t,f,Bushwick,Brooklyn,40.68799,-73.91263,Private room in townhouse,Private room,2,1 private bath,1,1,55,2,30,2,2,1125,1125,2,1125,t,12,42,72,72,246,39,3,2015-11-23 00:00:00,2020-08-14 00:00:00,93,10,10,10,10,10,10,t,2,0,2,0,4.21,1,private,1726,2634,27.5,t,5,0.020325203,4,7,4-7,19004.67,4-7,0.476812541
757,8865499,https://www.airbnb.com/rooms/8865499,2020-09-08 00:00:00,"New York, New York, United States",2011-08-18 00:00:00,,,0.75,t,Greenpoint,1,1,t,t,Greenpoint,Brooklyn,40.72216,-73.94255,Entire apartment,Entire home/apt,2,1 bath,1,1,125,3,15,3,3,15,15,3,15,t,0,0,0,0,99,4,0,2015-11-16 00:00:00,2019-11-17 00:00:00,100,10,10,10,10,10,10,f,1,1,0,0,1.69,1,undefined,1462,3013,62.5,t,6,0.060606061,5,7,5-7,6381.48,5-7,0.131014587
758,8880999,https://www.airbnb.com/rooms/8880999,2020-09-08 00:00:00,"New York, New York, United States",2012-09-01 00:00:00,a few days or more,0.25,0.76,t,Bushwick,3,3,t,t,Bushwick,Brooklyn,40.69883,-73.93364,Private room in apartment,Private room,2,3 baths,1,2,68,2,1125,2,2,1125,1125,2,1125,t,0,0,6,281,314,45,0,2015-10-16 00:00:00,2020-03-11 00:00:00,97,10,10,10,10,9,10,f,2,0,2,0,5.26,3,undefined,1608,2748,34,t,4,0.012738854,4,7,4-7,19004.67,4-7,0.476812541
759,8932049,https://www.airbnb.com/rooms/8932049,2020-09-09 00:00:00,"New York, New York, United States",2014-06-16 00:00:00,,,1,t,East Harlem,1,1,t,t,East Harlem,Manhattan,40.79314,-73.94077,Private room in apartment,Private room,1,1 shared bath,1,1,170,28,1125,28,28,1125,1125,28,1125,t,30,60,90,265,24,8,0,2018-05-19 00:00:00,2019-12-10 00:00:00,98,10,9,10,10,10,10,t,1,0,1,0,0.85,1,shared,570,2003,170,t,4,0.166666667,6,7,6-7,20558.47,6-7,0.307233834
760,8955750,https://www.airbnb.com/rooms/8955750,2020-09-09 00:00:00,"New York, New York, United States",2015-10-09 00:00:00,within a day,1,1,f,Sunset Park,1,1,t,t,Sunset Park,Brooklyn,40.64469,-74.01035,Entire apartment,Entire home/apt,4,1 bath,2,2,140,2,1125,2,2,1125,1125,2,1125,t,0,0,7,97,75,1,0,2015-11-02 00:00:00,2020-03-12 00:00:00,99,10,10,10,10,9,10,f,1,1,0,0,1.27,1,undefined,1592,1616,35,t,6,0.08,3,5,3-5,6256.32,3-5,0.09884607
761,8973873,https://www.airbnb.com/rooms/8973873,2020-09-08 00:00:00,"New York, New York, United States",2014-01-19 00:00:00,,,0.97,t,Clinton Hill,1,1,t,t,Clinton Hill,Brooklyn,40.68699,-73.9639,Entire loft,Entire home/apt,5,1 bath,,2,108,3,1125,3,3,1125,1125,3,1125,t,0,0,0,31,112,19,0,2015-12-24 00:00:00,2020-03-13 00:00:00,97,10,10,10,10,10,10,f,1,1,0,0,1.95,1,undefined,1541,2245,21.6,t,6,0.053571429,4,6,4-6,12549.77,4-6,0.244448073
762,8989320,https://www.airbnb.com/rooms/8989320,2020-09-08 00:00:00,"New York, New York, United States",2014-05-04 00:00:00,within an hour,1,1,f,Harlem,2,2,t,t,Harlem,Manhattan,40.80473,-73.94763,Entire apartment,Entire home/apt,4,1 bath,1,3,125,3,1125,3,3,1125,1125,3,1125,t,21,33,55,319,229,32,2,2015-10-24 00:00:00,2020-08-31 00:00:00,99,10,10,10,10,10,10,t,1,1,0,0,3.86,1,undefined,1773,2311,31.25,t,10,0.043668122,7,7,7-7,34191.35,6-7,0.307233834
763,8992894,https://www.airbnb.com/rooms/8992894,2020-09-09 00:00:00,United States,2015-10-19 00:00:00,within an hour,1,0.95,t,Harlem,2,2,t,t,Harlem,Manhattan,40.80049,-73.95533,Entire townhouse,Entire home/apt,6,2.5 baths,4,4,999,30,1125,30,30,1125,1125,30,1125,t,30,60,90,365,57,3,0,2015-11-02 00:00:00,2019-12-02 00:00:00,99,10,10,10,10,10,10,f,2,2,0,0,0.96,2.5,undefined,1491,1505,166.5,f,5,0.087719298,6,6,6-6,25265.89,6-6,0.26869693
764,9030997,https://www.airbnb.com/rooms/9030997,2020-09-08 00:00:00,"New York, New York, United States",2015-10-21 00:00:00,,,,f,,3,3,t,t,Upper East Side,Manhattan,40.77029,-73.95812,Entire apartment,Entire home/apt,2,1 bath,,1,110,4,1125,4,4,1125,1125,4,1125,t,1,1,1,1,71,0,0,2016-05-05 00:00:00,2019-08-18 00:00:00,93,9,9,10,10,10,9,t,1,1,0,0,1.34,1,undefined,1200,1397,55,t,5,0.070422535,6,6,6-6,25265.89,6-6,0.26869693
765,9045876,https://www.airbnb.com/rooms/9045876,2020-09-08 00:00:00,"New York, New York, United States",2013-07-09 00:00:00,within an hour,1,0.97,t,Harlem,3,3,t,t,Harlem,Manhattan,40.81345,-73.94659,Entire townhouse,Entire home/apt,2,1 bath,1,1,179.29,7,1125,7,7,1125,1125,7,1125,t,29,59,89,269,48,3,0,2015-11-10 00:00:00,2020-01-04 00:00:00,98,10,10,10,10,9,10,f,3,3,0,0,0.82,1,undefined,1516,2370,89.645,t,4,0.083333333,7,7,7-7,34191.35,7-7,0.575685826
766,9047816,https://www.airbnb.com/rooms/9047816,2020-09-09 00:00:00,"New York, New York, United States",2012-06-17 00:00:00,within a few hours,1,1,f,Long Island City,1,1,t,t,Long Island City,Queens,40.74977,-73.93979,Private room in house,Private room,2,1 shared bath,1,1,100,1,1125,1,1,1125,1125,1,1125,t,30,60,90,365,65,14,1,2016-04-28 00:00:00,2020-09-05 00:00:00,96,10,8,10,10,10,10,f,1,0,1,0,1.22,1,shared,1591,3002,50,t,5,0.076923077,5,7,5-7,6381.48,5-7,0.131014587
767,9051437,https://www.airbnb.com/rooms/9051437,2020-09-08 00:00:00,"New York, New York, United States",2014-04-21 00:00:00,within an hour,1,0.57,f,Crown Heights,1,1,t,t,Crown Heights,Brooklyn,40.66588,-73.95677,Entire apartment,Entire home/apt,2,1 bath,1,1,120,3,1125,3,3,1125,1125,3,1125,t,0,0,0,0,71,9,0,2015-11-09 00:00:00,2020-03-11 00:00:00,98,10,10,10,10,9,10,f,1,1,0,0,1.21,1,undefined,1584,2151,60,t,5,0.070422535,4,6,4-6,12549.77,4-6,0.244448073
768,9145202,https://www.airbnb.com/rooms/9145202,2020-09-09 00:00:00,"New York, New York, United States",2015-10-28 00:00:00,within an hour,1,0.99,t,Jamaica,2,2,t,f,Jamaica,Queens,40.6673,-73.76831,Private room in house,Private room,2,1 shared bath,1,1,43,1,14,1,1,14,14,1,14,t,0,0,0,248,695,41,0,2015-12-24 00:00:00,2020-03-08 00:00:00,95,10,10,10,10,10,10,f,2,0,2,0,12.11,1,shared,1536,1593,21.5,t,5,0.007194245,4,10,4-10,12884.55,4-10,0.132810799
769,9147025,https://www.airbnb.com/rooms/9147025,2020-09-09 00:00:00,"New York, New York, United States",2011-02-21 00:00:00,within a few hours,1,0.91,t,,1,1,t,f,City Island,Bronx,40.84487,-73.78954,Entire bungalow,Entire home/apt,2,1 bath,,1,141,3,28,3,3,28,28,3,28,t,24,54,84,174,132,13,4,2015-12-26 00:00:00,2020-08-31 00:00:00,98,10,10,10,10,10,10,f,1,1,0,0,2.3,1,undefined,1710,3479,70.5,t,9,0.068181818,7,10,7-10,0,7-10,0.002258872
770,9167889,https://www.airbnb.com/rooms/9167889,2020-09-08 00:00:00,"New York, New York, United States",2014-07-10 00:00:00,within a few hours,0.8,0.99,f,Harlem,2,2,t,t,Harlem,Manhattan,40.80843,-73.94125,Entire apartment,Entire home/apt,3,1 bath,1,3,90,30,90,30,30,90,90,30,90,t,0,0,6,281,259,30,0,2015-11-16 00:00:00,2020-03-09 00:00:00,95,10,9,10,10,10,10,t,2,2,0,0,4.42,1,undefined,1575,2069,30,t,9,0.034749035,7,7,7-7,34191.35,6-7,0.307233834
771,9170129,https://www.airbnb.com/rooms/9170129,2020-09-09 00:00:00,United States,2015-10-19 00:00:00,within an hour,1,0.95,t,Harlem,2,2,t,t,Harlem,Manhattan,40.79939,-73.9547,Entire townhouse,Entire home/apt,4,1 bath,1,2,249,30,1125,30,30,1125,1125,30,1125,t,0,26,56,331,122,9,0,2015-11-10 00:00:00,2020-02-29 00:00:00,98,10,10,10,10,10,10,f,2,2,0,0,2.07,1,undefined,1572,1594,62.25,f,6,0.049180328,6,6,6-6,25265.89,6-6,0.26869693
772,9240346,https://www.airbnb.com/rooms/9240346,2020-09-08 00:00:00,"New York, New York, United States",2012-06-10 00:00:00,within an hour,1,0.95,t,,1,1,t,t,Gramercy,Manhattan,40.73318,-73.98449,Entire apartment,Entire home/apt,4,1 bath,1,2,68,1,1125,1,1,1125,1125,1,1125,t,7,15,29,240,285,59,4,2015-11-16 00:00:00,2020-09-01 00:00:00,96,10,10,10,10,10,10,f,1,1,0,0,4.86,1,undefined,1751,3005,17,t,5,0.01754386,5,6,5-6,17175.14,5-6,0.471940997
773,9271742,https://www.airbnb.com/rooms/9271742,2020-09-08 00:00:00,"New York, New York, United States",2012-07-01 00:00:00,within a few hours,1,0.96,t,Bedford-Stuyvesant,2,2,t,t,Bedford-Stuyvesant,Brooklyn,40.68375,-73.93313,Entire apartment,Entire home/apt,2,1 bath,1,1,120,2,1125,2,2,1125,1125,2,1125,t,17,47,77,141,149,21,0,2015-11-21 00:00:00,2020-03-13 00:00:00,98,10,10,10,10,10,10,f,1,1,0,0,2.55,1,undefined,1574,2812,60,t,5,0.033557047,4,7,4-7,19004.67,4-7,0.476812541
774,9310959,https://www.airbnb.com/rooms/9310959,2020-09-08 00:00:00,"New York, New York, United States",2013-06-23 00:00:00,within an hour,1,1,t,,1,1,t,t,Crown Heights,Brooklyn,40.66722,-73.948,Entire house,Entire home/apt,8,1 bath,1,4,85,2,1125,2,2,1125,1125,2,1125,t,7,23,44,286,194,25,0,2015-11-24 00:00:00,2020-03-17 00:00:00,97,10,10,10,10,10,10,f,1,1,0,0,3.32,1,undefined,1575,2459,10.625,t,5,0.025773196,4,7,4-7,19004.67,4-7,0.476812541
775,9325979,https://www.airbnb.com/rooms/9325979,2020-09-08 00:00:00,"New York, New York, United States",2015-11-07 00:00:00,within an hour,0.9,0.97,t,,1,1,t,t,Chinatown,Manhattan,40.71368,-73.99377,Entire loft,Entire home/apt,4,1 bath,1,2,190,7,90,7,7,1125,1125,7,1125,t,8,38,68,158,143,17,0,2015-12-06 00:00:00,2020-08-02 00:00:00,98,10,10,10,10,10,10,f,1,1,0,0,2.47,1,undefined,1701,1730,47.5,t,7,0.048951049,5,6,5-6,17175.14,5-6,0.471940997
776,9362344,https://www.airbnb.com/rooms/9362344,2020-09-09 00:00:00,"New York, New York, United States",2011-07-14 00:00:00,within a few hours,0.9,0.92,t,,2,2,t,t,Bedford-Stuyvesant,Brooklyn,40.69287,-73.94249,Private room in apartment,Private room,2,1.5 shared baths,1,2,35,30,1125,30,30,1125,1125,30,1125,t,9,39,69,344,187,26,0,2015-11-15 00:00:00,2020-06-03 00:00:00,92,10,9,10,10,9,10,f,2,0,2,0,3.19,1.5,shared,1662,3247,17.5,t,4,0.021390374,4,7,4-7,19004.67,4-7,0.476812541
777,9434513,https://www.airbnb.com/rooms/9434513,2020-09-08 00:00:00,"Brooklyn, New York, United States",2015-11-12 00:00:00,within an hour,1,0.39,t,Boerum Hill,1,1,t,f,Boerum Hill,Brooklyn,40.68632,-73.98796,Entire townhouse,Entire home/apt,16,2.5 baths,3,7,728,1,1125,1,1,1125,1125,1,1125,t,30,60,90,365,157,14,0,2015-12-06 00:00:00,2020-06-20 00:00:00,96,10,9,10,10,10,9,f,1,1,0,0,2.71,2.5,undefined,1658,1682,45.5,t,5,0.031847134,4,6,4-6,12549.77,4-6,0.244448073
778,9435503,https://www.airbnb.com/rooms/9435503,2020-09-08 00:00:00,CA,2015-11-12 00:00:00,within a day,1,0.82,t,Morningside Heights,1,1,t,f,Morningside Heights,Manhattan,40.80294,-73.96007,Private room in apartment,Private room,2,1 shared bath,1,0,90,2,1125,2,2,1125,1125,2,1125,t,28,58,88,363,82,15,0,2016-07-31 00:00:00,2020-03-02 00:00:00,97,10,10,10,10,10,10,f,1,0,1,0,1.64,1,shared,1310,1572,45,f,8,0.097560976,7,6,7-6,4113.43,6-6,0.26869693
779,9445593,https://www.airbnb.com/rooms/9445593,2020-09-08 00:00:00,"New York, New York, United States",2015-11-13 00:00:00,within a day,1,1,t,,2,2,t,t,SoHo,Manhattan,40.72419,-74.00451,Entire condominium,Entire home/apt,2,1 bath,1,1,420,5,1125,5,5,1125,1125,5,1125,t,0,0,0,0,136,15,0,2016-03-06 00:00:00,2020-02-06 00:00:00,100,10,10,10,10,10,10,f,1,1,0,0,2.48,1,undefined,1432,1546,210,t,12,0.088235294,5,5,5-5,11992.5,5-5,0.076284563
780,9451597,https://www.airbnb.com/rooms/9451597,2020-09-08 00:00:00,"New York, New York, United States",2013-05-29 00:00:00,within an hour,1,1,t,Bushwick,2,2,t,f,Bushwick,Brooklyn,40.68859,-73.91283,Private room in house,Private room,2,1 shared bath,1,1,49,2,30,2,2,1125,1125,2,1125,t,25,55,85,85,275,53,2,2015-12-13 00:00:00,2020-08-12 00:00:00,94,10,10,10,10,9,10,t,2,0,2,0,4.76,1,shared,1704,2632,24.5,t,5,0.018181818,4,7,4-7,19004.67,4-7,0.476812541
781,9452887,https://www.airbnb.com/rooms/9452887,2020-09-08 00:00:00,"New York, New York, United States",2014-11-18 00:00:00,,,0.98,f,Bedford-Stuyvesant,3,3,t,t,Bedford-Stuyvesant,Brooklyn,40.68632,-73.91793,Private room in apartment,Private room,2,1 shared bath,1,1,56,14,45,14,14,1125,1125,14,1125,t,0,0,0,0,86,11,0,2015-11-25 00:00:00,2020-03-09 00:00:00,94,10,9,10,10,9,10,f,3,0,3,0,1.47,1,shared,1566,1938,28,t,6,0.069767442,4,7,4-7,19004.67,4-7,0.476812541
782,9457285,https://www.airbnb.com/rooms/9457285,2020-09-09 00:00:00,"New York, New York, United States",2013-09-03 00:00:00,within a day,0.8,0.91,f,Upper East Side,2,2,t,t,Upper East Side,Manhattan,40.76892,-73.96845,Entire apartment,Entire home/apt,2,1 bath,,1,165,8,1125,4,8,1125,1125,7.9,1125,t,29,59,85,352,172,18,0,2016-01-22 00:00:00,2020-08-01 00:00:00,98,10,10,10,10,10,9,f,1,1,0,0,3.05,1,undefined,1653,2524,82.5,t,4,0.023255814,6,6,6-6,25265.89,6-6,0.26869693
783,9461803,https://www.airbnb.com/rooms/9461803,2020-09-08 00:00:00,"New York, New York, United States",2012-06-11 00:00:00,within a few hours,1,0.91,t,Hudson Square,1,1,t,t,SoHo,Manhattan,40.72675,-74.00757,Private room in loft,Private room,2,1 private bath,1,1,165,3,1124,3,3,1124,1124,3,1124,t,0,15,16,235,69,15,0,2016-09-21 00:00:00,2020-03-03 00:00:00,100,10,10,10,10,10,10,f,1,0,1,0,1.43,1,private,1259,2822,82.5,t,9,0.130434783,5,5,5-5,11992.5,5-5,0.076284563
